A00022,1,300,9000,2014-05-13,08:05:44,A00022.mat,16+24,1000/mV,16,0,621,0,0,ECG,
A00023,1,300,9000,2013-09-09,11:09:11,A00023.mat,16+24,1000/mV,16,0,60,0,0,ECG,
A00024,1,300,9000,2014-07-02,02:07:01,A00024.mat,16+24,1000/mV,16,0,-213,0,0,ECG,
A00025,1,300,9000,2014-06-17,10:06:08,A00025.mat,16+24,1000/mV,16,0,141,0,0,ECG,
A00026,1,300,9000,2013-05-15,01:05:35,A00026.mat,16+24,1000/mV,16,0,-117,0,0,ECG,
A00027,1,300,9000,2014-05-23,12:05:04,A00027.mat,16+24,1000/mV,16,0,-390,0,0,ECG,
A00028,1,300,18000,2013-12-06,09:12:53,A00028.mat,16+24,1000/mV,16,0,-390,0,0,ECG,
A00029,1,300,9000,2014-06-15,10:06:15,A00029.mat,16+24,1000/mV,16,0,-25,0,0,ECG,
A00030,1,300,18000,2014-04-23,02:04:32,A00030.mat,16+24,1000/mV,16,0,-961,0,0,ECG,
A00031,1,300,9000,2013-09-08,04:09:38,A00031.mat,16+24,1000/mV,16,0,37,0,0,ECG,
A00032,1,300,8694,2013-11-08,04:11:07,A00032.mat,16+24,1000/mV,16,0,417,0,0,ECG,
A00033,1,300,9000,2014-04-24,02:04:21,A00033.mat,16+24,1000/mV,16,0,270,0,0,ECG,
A00034,1,300,9000,2013-06-24,12:06:22,A00034.mat,16+24,1000/mV,16,0,92,0,0,ECG,
A00035,1,300,9000,2014-05-27,05:05:51,A00035.mat,16+24,1000/mV,16,0,-530,0,0,ECG,
A00036,1,300,9000,2014-04-18,04:04:47,A00036.mat,16+24,1000/mV,16,0,-425,0,0,ECG,
A00037,1,300,18000,2013-11-21,02:11:48,A00037.mat,16+24,1000/mV,16,0,-680,0,0,ECG,
A00038,1,300,9000,2014-01-16,08:01:42,A00038.mat,16+24,1000/mV,16,0,-1042,0,0,ECG,
A00039,1,300,9000,2013-11-18,03:11:13,A00039.mat,16+24,1000/mV,16,0,387,0,0,ECG,
A00040,1,300,9000,2013-12-06,04:12:12,A00040.mat,16+24,1000/mV,16,0,326,0,0,ECG,
A00041,1,300,9000,2014-02-27,11:02:45,A00041.mat,16+24,1000/mV,16,0,-933,0,0,ECG,
A00042,1,300,9000,2014-06-01,01:06:06,A00042.mat,16+24,1000/mV,16,0,-63,0,0,ECG,
A00043,1,300,14936,2013-12-05,01:12:07,A00043.mat,16+24,1000/mV,16,0,657,0,0,ECG,
A00044,1,300,9000,2013-04-04,03:04:25,A00044.mat,16+24,1000/mV,16,0,-247,0,0,ECG,
A00045,1,300,9000,2014-05-28,04:05:42,A00045.mat,16+24,1000/mV,16,0,-119,0,0,ECG,
A00046,1,300,9000,2014-05-13,01:05:47,A00046.mat,16+24,1000/mV,16,0,-104,0,0,ECG,
A00047,1,300,9000,2014-03-31,11:03:37,A00047.mat,16+24,1000/mV,16,0,-291,0,0,ECG,
A00048,1,300,9000,2014-05-09,08:05:29,A00048.mat,16+24,1000/mV,16,0,190,0,0,ECG,
A00049,1,300,9000,2014-03-10,02:03:29,A00049.mat,16+24,1000/mV,16,0,-367,0,0,ECG,
A00050,1,300,9000,2013-11-18,04:11:38,A00050.mat,16+24,1000/mV,16,0,472,0,0,ECG,
A00051,1,300,17800,2014-06-12,11:06:59,A00051.mat,16+24,1000/mV,16,0,-604,0,0,ECG,
A00052,1,300,6542,2013-11-18,05:11:31,A00052.mat,16+24,1000/mV,16,0,-645,0,0,ECG,
A00053,1,300,9000,2014-01-24,04:01:04,A00053.mat,16+24,1000/mV,16,0,-420,0,0,ECG,
A00054,1,300,9000,2014-03-22,08:03:11,A00054.mat,16+24,1000/mV,16,0,-1697,0,0,ECG,
A00055,1,300,9000,2014-04-08,10:04:19,A00055.mat,16+24,1000/mV,16,0,257,0,0,ECG,
A00056,1,300,9000,2014-05-08,08:05:05,A00056.mat,16+24,1000/mV,16,0,-729,0,0,ECG,
A00057,1,300,6982,2013-08-23,06:08:59,A00057.mat,16+24,1000/mV,16,0,-37,0,0,ECG,
A00058,1,300,18000,2014-04-16,07:04:56,A00058.mat,16+24,1000/mV,16,0,437,0,0,ECG,
A00059,1,300,18000,2013-12-07,04:12:13,A00059.mat,16+24,1000/mV,16,0,-971,0,0,ECG,
A00060,1,300,14054,2014-06-22,09:06:28,A00060.mat,16+24,1000/mV,16,0,27,0,0,ECG,
A00061,1,300,9000,2014-05-18,02:05:08,A00061.mat,16+24,1000/mV,16,0,224,0,0,ECG,
A00062,1,300,9000,2013-11-12,07:11:00,A00062.mat,16+24,1000/mV,16,0,-140,0,0,ECG,
A00063,1,300,18000,2013-12-03,08:12:35,A00063.mat,16+24,1000/mV,16,0,10,0,0,ECG,
A00064,1,300,9000,2014-04-02,05:04:56,A00064.mat,16+24,1000/mV,16,0,604,0,0,ECG,
A00065,1,300,8141,2014-06-21,09:06:51,A00065.mat,16+24,1000/mV,16,0,122,0,0,ECG,
A00066,1,300,9000,2014-06-05,12:06:02,A00066.mat,16+24,1000/mV,16,0,336,0,0,ECG,
A00067,1,300,9000,2014-03-16,01:03:18,A00067.mat,16+24,1000/mV,16,0,-281,0,0,ECG,
A00068,1,300,18000,2013-12-12,07:12:42,A00068.mat,16+24,1000/mV,16,0,96,0,0,ECG,
A00069,1,300,9000,2013-11-04,12:11:26,A00069.mat,16+24,1000/mV,16,0,751,0,0,ECG,
A00070,1,300,9000,2013-08-22,08:08:35,A00070.mat,16+24,1000/mV,16,0,-17,0,0,ECG,
A00071,1,300,9000,2013-08-13,12:08:59,A00071.mat,16+24,1000/mV,16,0,17,0,0,ECG,
A00072,1,300,9000,2013-08-30,03:08:42,A00072.mat,16+24,1000/mV,16,0,126,0,0,ECG,
A00073,1,300,9000,2013-09-17,01:09:43,A00073.mat,16+24,1000/mV,16,0,566,0,0,ECG,
A00074,1,300,9000,2014-06-17,08:06:40,A00074.mat,16+24,1000/mV,16,0,-122,0,0,ECG,
A00075,1,300,9000,2014-06-15,04:06:29,A00075.mat,16+24,1000/mV,16,0,-195,0,0,ECG,
A00076,1,300,9000,2014-05-14,09:05:09,A00076.mat,16+24,1000/mV,16,0,-103,0,0,ECG,
A00077,1,300,9000,2014-02-19,05:02:12,A00077.mat,16+24,1000/mV,16,0,758,0,0,ECG,
A00078,1,300,17574,2013-12-21,07:12:52,A00078.mat,16+24,1000/mV,16,0,649,0,0,ECG,
A00079,1,300,9000,2013-11-25,03:11:15,A00079.mat,16+24,1000/mV,16,0,345,0,0,ECG,
A00080,1,300,9000,2014-05-20,04:05:44,A00080.mat,16+24,1000/mV,16,0,-482,0,0,ECG,
A00081,1,300,18000,2013-11-22,05:11:06,A00081.mat,16+24,1000/mV,16,0,585,0,0,ECG,
A00082,1,300,9000,2014-02-06,05:02:02,A00082.mat,16+24,1000/mV,16,0,22,0,0,ECG,
A00083,1,300,18000,2014-06-10,09:06:18,A00083.mat,16+24,1000/mV,16,0,142,0,0,ECG,
A00084,1,300,9000,2013-10-30,01:10:30,A00084.mat,16+24,1000/mV,16,0,64,0,0,ECG,
A00085,1,300,9000,2014-06-18,04:06:51,A00085.mat,16+24,1000/mV,16,0,-221,0,0,ECG,
A00086,1,300,9000,2014-05-09,10:05:49,A00086.mat,16+24,1000/mV,16,0,-75,0,0,ECG,
A00087,1,300,9000,2014-01-18,09:01:53,A00087.mat,16+24,1000/mV,16,0,622,0,0,ECG,
A00088,1,300,9000,2013-06-19,03:06:05,A00088.mat,16+24,1000/mV,16,0,-153,0,0,ECG,
A00089,1,300,9000,2013-10-02,09:10:56,A00089.mat,16+24,1000/mV,16,0,-82,0,0,ECG,
A00090,1,300,9000,2013-05-22,01:05:30,A00090.mat,16+24,1000/mV,16,0,-93,0,0,ECG,
A00091,1,300,9000,2014-06-17,09:06:52,A00091.mat,16+24,1000/mV,16,0,94,0,0,ECG,
A00092,1,300,9000,2014-02-04,08:02:34,A00092.mat,16+24,1000/mV,16,0,189,0,0,ECG,
A00093,1,300,3002,2013-09-28,04:09:35,A00093.mat,16+24,1000/mV,16,0,19,0,0,ECG,
A00094,1,300,9000,2014-03-31,07:03:29,A00094.mat,16+24,1000/mV,16,0,552,0,0,ECG,
A00095,1,300,9000,2014-05-03,04:05:27,A00095.mat,16+24,1000/mV,16,0,-80,0,0,ECG,
A00096,1,300,18000,2013-12-16,06:12:57,A00096.mat,16+24,1000/mV,16,0,-30,0,0,ECG,
A00097,1,300,9000,2014-04-20,01:04:16,A00097.mat,16+24,1000/mV,16,0,85,0,0,ECG,
A00098,1,300,9000,2013-09-12,06:09:52,A00098.mat,16+24,1000/mV,16,0,-69,0,0,ECG,
A00099,1,300,9000,2014-04-03,11:04:36,A00099.mat,16+24,1000/mV,16,0,-232,0,0,ECG,
A00100,1,300,9000,2013-11-02,02:11:57,A00100.mat,16+24,1000/mV,16,0,5,0,0,ECG,
A00101,1,300,9000,2014-05-01,04:05:47,A00101.mat,16+24,1000/mV,16,0,-23,0,0,ECG,
A00102,1,300,9000,2014-04-24,11:04:08,A00102.mat,16+24,1000/mV,16,0,235,0,0,ECG,
A00103,1,300,18000,2014-06-07,12:06:04,A00103.mat,16+24,1000/mV,16,0,-327,0,0,ECG,
A00104,1,300,9000,2014-04-05,02:04:15,A00104.mat,16+24,1000/mV,16,0,125,0,0,ECG,
A00105,1,300,18170,2014-06-07,09:06:28,A00105.mat,16+24,1000/mV,16,0,-238,0,0,ECG,
A00106,1,300,5048,2013-08-29,12:08:28,A00106.mat,16+24,1000/mV,16,0,155,0,0,ECG,
A00107,1,300,9000,2014-04-14,03:04:46,A00107.mat,16+24,1000/mV,16,0,314,0,0,ECG,
A00108,1,300,18000,2014-04-19,04:04:06,A00108.mat,16+24,1000/mV,16,0,452,0,0,ECG,
A00109,1,300,9000,2014-03-29,08:03:08,A00109.mat,16+24,1000/mV,16,0,6,0,0,ECG,
A00110,1,300,9000,2013-07-27,11:07:28,A00110.mat,16+24,1000/mV,16,0,-125,0,0,ECG,
A00111,1,300,9000,2014-04-04,01:04:46,A00111.mat,16+24,1000/mV,16,0,164,0,0,ECG,
A00112,1,300,9000,2014-04-23,11:04:54,A00112.mat,16+24,1000/mV,16,0,-25,0,0,ECG,
A00113,1,300,9000,2014-05-09,11:05:23,A00113.mat,16+24,1000/mV,16,0,-14,0,0,ECG,
A00114,1,300,9000,2014-06-21,02:06:38,A00114.mat,16+24,1000/mV,16,0,40,0,0,ECG,
A00115,1,300,9000,2013-10-17,02:10:34,A00115.mat,16+24,1000/mV,16,0,-50,0,0,ECG,
A00116,1,300,9000,2014-04-19,09:04:35,A00116.mat,16+24,1000/mV,16,0,-12,0,0,ECG,
A00117,1,300,9000,2013-11-23,03:11:48,A00117.mat,16+24,1000/mV,16,0,836,0,0,ECG,
A00118,1,300,9000,2014-03-30,09:03:41,A00118.mat,16+24,1000/mV,16,0,-111,0,0,ECG,
A00119,1,300,9000,2014-01-24,02:01:05,A00119.mat,16+24,1000/mV,16,0,-72,0,0,ECG,
A00120,1,300,18000,2014-06-04,05:06:27,A00120.mat,16+24,1000/mV,16,0,-69,0,0,ECG,
A00121,1,300,9000,2013-05-29,12:05:04,A00121.mat,16+24,1000/mV,16,0,23,0,0,ECG,
A00122,1,300,9000,2014-01-30,01:01:41,A00122.mat,16+24,1000/mV,16,0,-35,0,0,ECG,
A00123,1,300,9000,2014-06-09,11:06:18,A00123.mat,16+24,1000/mV,16,0,-23,0,0,ECG,
A00124,1,300,9000,2013-07-30,10:07:06,A00124.mat,16+24,1000/mV,16,0,-69,0,0,ECG,
A00125,1,300,9000,2013-07-03,06:07:11,A00125.mat,16+24,1000/mV,16,0,-161,0,0,ECG,
A00126,1,300,9000,2013-10-06,11:10:44,A00126.mat,16+24,1000/mV,16,0,162,0,0,ECG,
A00127,1,300,9000,2014-05-09,11:05:35,A00127.mat,16+24,1000/mV,16,0,-180,0,0,ECG,
A00128,1,300,7028,2013-04-05,08:04:52,A00128.mat,16+24,1000/mV,16,0,-1,0,0,ECG,
A00129,1,300,9000,2014-04-01,08:04:03,A00129.mat,16+24,1000/mV,16,0,-1084,0,0,ECG,
A00130,1,300,9000,2014-05-31,12:05:06,A00130.mat,16+24,1000/mV,16,0,-590,0,0,ECG,
A00131,1,300,9000,2014-06-14,04:06:14,A00131.mat,16+24,1000/mV,16,0,251,0,0,ECG,
A00132,1,300,9000,2014-05-14,06:05:10,A00132.mat,16+24,1000/mV,16,0,-123,0,0,ECG,
A00133,1,300,9000,2014-04-16,03:04:13,A00133.mat,16+24,1000/mV,16,0,-250,0,0,ECG,
A00134,1,300,9000,2014-02-01,02:02:40,A00134.mat,16+24,1000/mV,16,0,80,0,0,ECG,
A00135,1,300,18000,2014-07-07,05:07:53,A00135.mat,16+24,1000/mV,16,0,-212,0,0,ECG,
A00136,1,300,9000,2014-06-18,11:06:45,A00136.mat,16+24,1000/mV,16,0,835,0,0,ECG,
A00137,1,300,9000,2014-05-07,02:05:43,A00137.mat,16+24,1000/mV,16,0,-885,0,0,ECG,
A00138,1,300,18000,2013-11-21,02:11:53,A00138.mat,16+24,1000/mV,16,0,-11,0,0,ECG,
A00139,1,300,3760,2013-11-12,10:11:00,A00139.mat,16+24,1000/mV,16,0,480,0,0,ECG,
A00140,1,300,9000,2014-07-07,12:07:49,A00140.mat,16+24,1000/mV,16,0,-77,0,0,ECG,
A00141,1,300,5144,2013-10-17,01:10:47,A00141.mat,16+24,1000/mV,16,0,74,0,0,ECG,
A00142,1,300,9000,2014-04-09,03:04:36,A00142.mat,16+24,1000/mV,16,0,128,0,0,ECG,
A00143,1,300,18000,2013-12-02,08:12:09,A00143.mat,16+24,1000/mV,16,0,318,0,0,ECG,
A00144,1,300,9000,2014-04-18,11:04:46,A00144.mat,16+24,1000/mV,16,0,-25,0,0,ECG,
A00145,1,300,17020,2014-07-07,03:07:34,A00145.mat,16+24,1000/mV,16,0,18,0,0,ECG,
A00146,1,300,9000,2014-01-06,06:01:17,A00146.mat,16+24,1000/mV,16,0,-14,0,0,ECG,
A00147,1,300,18000,2013-12-07,05:12:25,A00147.mat,16+24,1000/mV,16,0,-149,0,0,ECG,
A00148,1,300,9000,2013-09-20,04:09:41,A00148.mat,16+24,1000/mV,16,0,-475,0,0,ECG,
A00149,1,300,9000,2013-09-23,04:09:11,A00149.mat,16+24,1000/mV,16,0,-9,0,0,ECG,
A00150,1,300,9000,2014-04-05,11:04:34,A00150.mat,16+24,1000/mV,16,0,331,0,0,ECG,
A00151,1,300,9000,2014-01-23,09:01:51,A00151.mat,16+24,1000/mV,16,0,-250,0,0,ECG,
A00152,1,300,9000,2014-02-23,07:02:25,A00152.mat,16+24,1000/mV,16,0,302,0,0,ECG,
A00153,1,300,9000,2013-05-02,07:05:14,A00153.mat,16+24,1000/mV,16,0,481,0,0,ECG,
A00154,1,300,9000,2014-06-09,01:06:15,A00154.mat,16+24,1000/mV,16,0,-232,0,0,ECG,
A00155,1,300,9000,2014-06-18,12:06:58,A00155.mat,16+24,1000/mV,16,0,485,0,0,ECG,
A00156,1,300,9000,2014-05-31,12:05:39,A00156.mat,16+24,1000/mV,16,0,-102,0,0,ECG,
A00157,1,300,18000,2014-01-03,04:01:12,A00157.mat,16+24,1000/mV,16,0,-460,0,0,ECG,
A00158,1,300,9000,2013-05-06,12:05:37,A00158.mat,16+24,1000/mV,16,0,17,0,0,ECG,
A00159,1,300,9000,2014-06-06,09:06:26,A00159.mat,16+24,1000/mV,16,0,589,0,0,ECG,
A00160,1,300,9000,2014-05-05,10:05:28,A00160.mat,16+24,1000/mV,16,0,-3,0,0,ECG,
A00161,1,300,18000,2013-12-28,05:12:26,A00161.mat,16+24,1000/mV,16,0,561,0,0,ECG,
A00162,1,300,9000,2014-02-25,12:02:26,A00162.mat,16+24,1000/mV,16,0,-40,0,0,ECG,
A00163,1,300,9000,2014-06-11,09:06:11,A00163.mat,16+24,1000/mV,16,0,-66,0,0,ECG,
A00164,1,300,18000,2014-06-15,05:06:03,A00164.mat,16+24,1000/mV,16,0,253,0,0,ECG,
A00165,1,300,9000,2014-06-22,02:06:02,A00165.mat,16+24,1000/mV,16,0,465,0,0,ECG,
A00166,1,300,9000,2013-11-28,06:11:23,A00166.mat,16+24,1000/mV,16,0,126,0,0,ECG,
A00167,1,300,3028,2013-04-12,08:04:43,A00167.mat,16+24,1000/mV,16,0,2,0,0,ECG,
A00168,1,300,9000,2014-04-29,02:04:21,A00168.mat,16+24,1000/mV,16,0,-409,0,0,ECG,
A00169,1,300,9000,2013-10-08,12:10:32,A00169.mat,16+24,1000/mV,16,0,-11,0,0,ECG,
A00170,1,300,9000,2014-03-27,10:03:55,A00170.mat,16+24,1000/mV,16,0,-418,0,0,ECG,
A00171,1,300,9000,2013-11-11,12:11:50,A00171.mat,16+24,1000/mV,16,0,749,0,0,ECG,
A00172,1,300,9000,2014-04-02,06:04:13,A00172.mat,16+24,1000/mV,16,0,5,0,0,ECG,
A00173,1,300,6166,2013-07-23,03:07:02,A00173.mat,16+24,1000/mV,16,0,-35,0,0,ECG,
A00174,1,300,9000,2014-06-11,10:06:53,A00174.mat,16+24,1000/mV,16,0,-89,0,0,ECG,
A00175,1,300,9000,2014-05-16,08:05:04,A00175.mat,16+24,1000/mV,16,0,340,0,0,ECG,
A00176,1,300,9000,2014-04-11,01:04:25,A00176.mat,16+24,1000/mV,16,0,-183,0,0,ECG,
A00177,1,300,9000,2014-02-13,05:02:53,A00177.mat,16+24,1000/mV,16,0,756,0,0,ECG,
A00178,1,300,3238,2013-07-19,06:07:18,A00178.mat,16+24,1000/mV,16,0,65,0,0,ECG,
A00179,1,300,9000,2014-06-28,09:06:01,A00179.mat,16+24,1000/mV,16,0,-865,0,0,ECG,
A00180,1,300,9000,2013-10-05,03:10:03,A00180.mat,16+24,1000/mV,16,0,-318,0,0,ECG,
A00181,1,300,9000,2014-06-03,08:06:19,A00181.mat,16+24,1000/mV,16,0,-150,0,0,ECG,
A00182,1,300,18000,2013-12-08,10:12:19,A00182.mat,16+24,1000/mV,16,0,-226,0,0,ECG,
A00183,1,300,9000,2014-05-23,07:05:06,A00183.mat,16+24,1000/mV,16,0,-118,0,0,ECG,
A00184,1,300,9000,2013-09-08,04:09:23,A00184.mat,16+24,1000/mV,16,0,589,0,0,ECG,
A00185,1,300,9000,2014-02-15,11:02:37,A00185.mat,16+24,1000/mV,16,0,668,0,0,ECG,
A00186,1,300,9000,2014-05-29,12:05:28,A00186.mat,16+24,1000/mV,16,0,-660,0,0,ECG,
A00187,1,300,9000,2013-11-28,11:11:57,A00187.mat,16+24,1000/mV,16,0,-223,0,0,ECG,
A00188,1,300,9000,2014-07-08,11:07:01,A00188.mat,16+24,1000/mV,16,0,-21,0,0,ECG,
A00189,1,300,9000,2014-03-19,03:03:06,A00189.mat,16+24,1000/mV,16,0,-142,0,0,ECG,
A00190,1,300,9000,2014-04-23,07:04:15,A00190.mat,16+24,1000/mV,16,0,212,0,0,ECG,
A00191,1,300,9000,2014-03-21,06:03:05,A00191.mat,16+24,1000/mV,16,0,46,0,0,ECG,
A00192,1,300,9000,2014-03-28,07:03:11,A00192.mat,16+24,1000/mV,16,0,-626,0,0,ECG,
A00193,1,300,9000,2013-01-23,05:01:37,A00193.mat,16+24,1000/mV,16,0,84,0,0,ECG,
A00194,1,300,9000,2014-03-26,11:03:51,A00194.mat,16+24,1000/mV,16,0,618,0,0,ECG,
A00195,1,300,5866,2014-04-27,02:04:33,A00195.mat,16+24,1000/mV,16,0,-427,0,0,ECG,
A00196,1,300,9000,2014-05-15,04:05:31,A00196.mat,16+24,1000/mV,16,0,5,0,0,ECG,
A00197,1,300,9000,2013-09-24,04:09:38,A00197.mat,16+24,1000/mV,16,0,-777,0,0,ECG,
A00198,1,300,9000,2014-01-18,10:01:41,A00198.mat,16+24,1000/mV,16,0,-84,0,0,ECG,
A00199,1,300,9000,2014-03-24,12:03:25,A00199.mat,16+24,1000/mV,16,0,24,0,0,ECG,
A00200,1,300,9000,2013-11-22,10:11:06,A00200.mat,16+24,1000/mV,16,0,-171,0,0,ECG,
A00201,1,300,4568,2013-12-12,05:12:48,A00201.mat,16+24,1000/mV,16,0,116,0,0,ECG,
A00202,1,300,18000,2013-12-13,09:12:06,A00202.mat,16+24,1000/mV,16,0,223,0,0,ECG,
A00203,1,300,9000,2014-03-03,03:03:02,A00203.mat,16+24,1000/mV,16,0,300,0,0,ECG,
A00204,1,300,9000,2014-03-30,08:03:32,A00204.mat,16+24,1000/mV,16,0,-40,0,0,ECG,
A00205,1,300,9000,2014-04-26,02:04:44,A00205.mat,16+24,1000/mV,16,0,65,0,0,ECG,
A00206,1,300,9000,2014-03-21,05:03:07,A00206.mat,16+24,1000/mV,16,0,764,0,0,ECG,
A00207,1,300,9000,2014-03-30,01:03:57,A00207.mat,16+24,1000/mV,16,0,114,0,0,ECG,
A00208,1,300,9000,2014-06-23,04:06:18,A00208.mat,16+24,1000/mV,16,0,-691,0,0,ECG,
A00209,1,300,9000,2014-04-04,12:04:05,A00209.mat,16+24,1000/mV,16,0,120,0,0,ECG,
A00210,1,300,9000,2014-06-18,09:06:31,A00210.mat,16+24,1000/mV,16,0,-638,0,0,ECG,
A00211,1,300,9000,2014-04-19,04:04:59,A00211.mat,16+24,1000/mV,16,0,46,0,0,ECG,
A00212,1,300,9000,2013-07-06,12:07:38,A00212.mat,16+24,1000/mV,16,0,233,0,0,ECG,
A00213,1,300,9000,2014-06-15,04:06:46,A00213.mat,16+24,1000/mV,16,0,410,0,0,ECG,
A00214,1,300,6174,2013-09-06,12:09:14,A00214.mat,16+24,1000/mV,16,0,308,0,0,ECG,
A00215,1,300,18000,2013-12-12,09:12:06,A00215.mat,16+24,1000/mV,16,0,86,0,0,ECG,
A00216,1,300,9000,2014-03-27,03:03:42,A00216.mat,16+24,1000/mV,16,0,30,0,0,ECG,
A00217,1,300,9000,2014-04-26,07:04:24,A00217.mat,16+24,1000/mV,16,0,2152,0,0,ECG,
A00218,1,300,9000,2013-06-13,02:06:55,A00218.mat,16+24,1000/mV,16,0,174,0,0,ECG,
A00219,1,300,9000,2014-06-04,03:06:30,A00219.mat,16+24,1000/mV,16,0,-160,0,0,ECG,
A00220,1,300,9000,2013-10-13,04:10:05,A00220.mat,16+24,1000/mV,16,0,-6,0,0,ECG,
A00221,1,300,3306,2013-04-13,06:04:27,A00221.mat,16+24,1000/mV,16,0,35,0,0,ECG,
A00222,1,300,9000,2013-04-08,04:04:02,A00222.mat,16+24,1000/mV,16,0,73,0,0,ECG,
A00223,1,300,9000,2014-05-21,11:05:57,A00223.mat,16+24,1000/mV,16,0,-709,0,0,ECG,
A00224,1,300,8802,2013-03-27,09:03:07,A00224.mat,16+24,1000/mV,16,0,144,0,0,ECG,
A00225,1,300,9000,2014-04-07,03:04:40,A00225.mat,16+24,1000/mV,16,0,85,0,0,ECG,
A00226,1,300,9000,2014-04-20,02:04:52,A00226.mat,16+24,1000/mV,16,0,146,0,0,ECG,
A00227,1,300,9000,2013-07-30,06:07:35,A00227.mat,16+24,1000/mV,16,0,-21,0,0,ECG,
A00228,1,300,9000,2014-05-20,07:05:39,A00228.mat,16+24,1000/mV,16,0,66,0,0,ECG,
A00229,1,300,9000,2013-11-19,05:11:44,A00229.mat,16+24,1000/mV,16,0,-9,0,0,ECG,
A00230,1,300,9000,2013-11-09,10:11:40,A00230.mat,16+24,1000/mV,16,0,303,0,0,ECG,
A00231,1,300,18000,2013-12-06,12:12:15,A00231.mat,16+24,1000/mV,16,0,-136,0,0,ECG,
A00232,1,300,9000,2014-07-10,02:07:54,A00232.mat,16+24,1000/mV,16,0,-45,0,0,ECG,
A00233,1,300,9000,2014-04-13,12:04:24,A00233.mat,16+24,1000/mV,16,0,-708,0,0,ECG,
A00234,1,300,9000,2013-11-20,10:11:38,A00234.mat,16+24,1000/mV,16,0,-21,0,0,ECG,
A00235,1,300,5140,2013-12-03,10:12:38,A00235.mat,16+24,1000/mV,16,0,-11,0,0,ECG,
A00236,1,300,4072,2013-08-17,05:08:48,A00236.mat,16+24,1000/mV,16,0,-24,0,0,ECG,
A00237,1,300,9000,2013-03-21,03:03:23,A00237.mat,16+24,1000/mV,16,0,-169,0,0,ECG,
A00238,1,300,9000,2014-06-11,01:06:24,A00238.mat,16+24,1000/mV,16,0,104,0,0,ECG,
A00239,1,300,5288,2013-07-02,04:07:36,A00239.mat,16+24,1000/mV,16,0,82,0,0,ECG,
A00240,1,300,9000,2013-05-03,04:05:23,A00240.mat,16+24,1000/mV,16,0,86,0,0,ECG,
A00241,1,300,18000,2014-02-09,03:02:57,A00241.mat,16+24,1000/mV,16,0,259,0,0,ECG,
A00242,1,300,9000,2014-05-06,11:05:01,A00242.mat,16+24,1000/mV,16,0,80,0,0,ECG,
A00243,1,300,9000,2014-06-02,03:06:59,A00243.mat,16+24,1000/mV,16,0,-366,0,0,ECG,
A00244,1,300,9000,2014-03-29,07:03:12,A00244.mat,16+24,1000/mV,16,0,59,0,0,ECG,
A00245,1,300,13110,2013-11-28,09:11:03,A00245.mat,16+24,1000/mV,16,0,15,0,0,ECG,
A00246,1,300,9000,2014-05-30,10:05:14,A00246.mat,16+24,1000/mV,16,0,11,0,0,ECG,
A00247,1,300,9000,2013-11-05,11:11:49,A00247.mat,16+24,1000/mV,16,0,17,0,0,ECG,
